tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
tt0000905,short,I Did It,I Did It,1909,Short,4.8,24.0
tt0000906,short,The Idiot of the Mountains,The Idiot of the Mountains,1909,"Drama,Short",,
tt0000907,short,In Little Italy,In Little Italy,1909,"Drama,Short",,
tt0000908,short,In Old Kentucky,In Old Kentucky,1909,"Drama,Short,War",6.0,31.0
tt0000909,short,In a Hempen Bag,In a Hempen Bag,1909,"Drama,Short",,
tt0000910,short,In the Watches of the Night,In the Watches of the Night,1909,"Drama,Short",4.8,27.0
tt0000911,short,In the Window Recess,In the Window Recess,1909,"Drama,Short",2.6,26.0
tt0000912,short,The Indian Runner's Romance,The Indian Runner's Romance,1909,"Short,Western",4.2,65.0
tt0000913,short,The Indian Trailer,The Indian Trailer,1909,"Short,Western",,
tt0000914,short,Industria del corcho,Industria del corcho,1909,Short,,
tt0000915,short,Jailbird in Borrowed Feathers,Jailbird in Borrowed Feathers,1910,"Comedy,Short",,
tt0000916,short,Je voudrais un enfant,Je voudrais un enfant,1910,"Comedy,Short",6.0,62.0
tt0000917,short,Jealousy and the Man,Jealousy and the Man,1909,"Comedy,Short",,
tt0000918,short,"Jessie, the Stolen Child","Jessie, the Stolen Child",1909,"Drama,Short",,
tt0000919,short,The Jilt,The Jilt,1909,"Drama,Short",3.2,24.0
tt0000920,short,Jones and His New Neighbors,Jones and His New Neighbors,1909,"Comedy,Short",4.2,24.0
tt0000921,short,Jones and the Lady Book Agent,Jones and the Lady Book Agent,1909,"Comedy,Short",5.0,26.0
tt0000922,short,The Joneses Have Amateur Theatricals,The Joneses Have Amateur Theatricals,1909,"Comedy,Short",5.5,108.0
tt0000923,short,El joyero,El joyero,1909,"Drama,Short",,
tt0000924,short,A Bad Case,Les joyeux microbes,1909,"Animation,Short",6.1,178.0
tt0000925,short,Judgment,Judgment,1909,"Short,Western",,
tt0000926,short,Justicia de Felipe II,Justicia de Felipe II,1909,"Drama,History,Short",,
tt0000927,short,Kinemacolor Puzzle,Kinemacolor Puzzle,1909,Short,,
tt0000928,short,King Lear,King Lear,1909,"Drama,Short",5.3,95.0
tt0000929,short,Klebolin klebt alles,Klebolin klebt alles,1909,"Comedy,Short",5.3,45.0
tt0000930,short,Der kleine Detektiv,Der kleine Detektiv,1909,Short,4.6,12.0
tt0000931,short,Dødsspringet,Dødsspringet,1910,Short,,
tt0000932,short,A Woman of the People,En kvinde af folket,1909,"Drama,Short",3.2,10.0
tt0000933,short,Lady Helen's Escapade,Lady Helen's Escapade,1909,"Comedy,Drama,Romance",4.8,49.0
tt0000934,short,Leather Stocking,Leather Stocking,1909,"Adventure,Short",3.8,20.0
tt0000935,short,The Light That Came,The Light That Came,1909,"Drama,Short",6.2,105.0
tt0000936,short,Lines of White on a Sullen Sea,Lines of White on a Sullen Sea,1909,"Drama,Short",6.5,108.0
tt0000938,short,The Little Darling,The Little Darling,1909,"Comedy,Short",4.5,183.0
tt0000939,short,The Little Teacher,The Little Teacher,1909,"Drama,Short",4.9,20.0
tt0000940,short,Lochinvar,Lochinvar,1909,"Drama,Short",,
tt0000941,movie,Locura de amor,Locura de amor,1909,Drama,4.5,24.0
tt0000942,short,The Lonely Villa,The Lonely Villa,1909,"Crime,Drama,Short",6.1,999.0
tt0000943,short,Love Finds a Way,Love Finds a Way,1909,"Comedy,Short",,
tt0000944,short,The Luck of the Cards,The Luck of the Cards,1909,"Drama,Short",3.8,11.0
tt0000945,short,Lucky Jim,Lucky Jim,1909,"Drama,Short",4.6,72.0
tt0000946,short,The Lure of the Gown,The Lure of the Gown,1909,"Comedy,Drama,Short",4.4,77.0
tt0000947,movie,Lægens offer,Lægens offer,1909,\N,,
tt0000948,short,La légende de l'arc-en-ciel,La légende de l'arc-en-ciel,1909,Short,,
tt0000949,short,Det løbske gasrør,Det løbske gasrør,1909,Short,,
tt0000950,short,Macbeth,Macbeth,1909,"Drama,Short",4.0,16.0
tt0000951,short,"Madam Sans Gene; or, The Duchess of Danzig",Madame Sans-Gêne,1909,"Drama,Short",,
tt0000952,short,Madame de Langeais,Madame de Langeais,1910,"Drama,Short",,
tt0000953,short,A Maid of the Mountains,A Maid of the Mountains,1909,"Drama,Short",,
tt0000954,short,Mamma,Mamma,1909,Short,5.0,17.0
tt0000955,short,A Man with Three Wives,A Man with Three Wives,1909,"Comedy,Short",,
tt0000956,short,The Maniac Cook,The Maniac Cook,1909,"Drama,Short",5.6,16.0
tt0000957,short,Mariage forcé,Mariage forcé,1914,"Comedy,Short",6.2,48.0
tt0000958,short,The Medicine Bottle,The Medicine Bottle,1909,"Drama,Short",4.8,15.0
tt0000959,movie,Melilla y el Gurugu,Melilla y el Gurugu,1909,\N,,
tt0000960,short,The Mended Lute,The Mended Lute,1909,"Short,Western",4.7,285.0
tt0000961,short,The Message,The Message,1909,"Drama,Short",8.1,22.0
tt0000962,short,The Mexican Sweethearts,The Mexican Sweethearts,1909,Short,4.4,15.0
tt0000963,short,A Mexican's Gratitude,A Mexican's Gratitude,1909,"Short,Western",,
tt0000964,short,A Midnight Adventure,A Midnight Adventure,1909,Short,4.5,17.0
tt0000965,short,Midnight Disturbance,Midnight Disturbance,1909,"Comedy,Short",,
tt0000966,short,A Midsummer Night's Dream,A Midsummer Night's Dream,1909,"Drama,Fantasy,Romance",5.6,347.0
tt0000967,short,The Mills of the Gods,The Mills of the Gods,1909,Short,4.4,18.0
tt0000968,short,Mistaken Identity,Mistaken Identity,1909,"Comedy,Short",,
tt0000969,short,Les Misérables,Les Misérables,1909,"Drama,History,Short",6.4,25.0
tt0000970,short,The Life of Moliere,Molière,1910,"Biography,Drama,Short",5.8,78.0
tt0000971,short,The Mill,Le Moulin maudit,1909,"Drama,Romance,Short",6.4,170.0
tt0000972,short,The Mountaineer's Honor,The Mountaineer's Honor,1909,"Drama,Short",5.8,88.0
tt0000974,short,Mr. Jones Has a Card Party,Mr. Jones Has a Card Party,1909,"Comedy,Short",5.2,56.0
tt0000975,short,Mr. Jones' Burglar,Mr. Jones' Burglar,1909,"Comedy,Short",5.1,21.0
tt0000976,short,"Mrs. Jones' Lover; or, 'I Want My Hat'","Mrs. Jones' Lover; or, 'I Want My Hat'",1909,"Comedy,Short",3.9,20.0
tt0000977,short,Mutterliebe,Mutterliebe,1909,Short,,
tt0000978,short,Napoleon og hans lille Trompetist,Napoleon og hans lille Trompetist,1909,Short,,
tt0000979,short,"Napoleon, the Man of Destiny","Napoleon, the Man of Destiny",1908,"Drama,Short",4.9,30.0
tt0000980,short,A Narrow Escape from Lynching,A Narrow Escape from Lynching,1909,"Drama,Short",,
tt0000981,short,The Necklace,The Necklace,1909,"Drama,Short",5.5,53.0
tt0000982,short,The New Servant,The New Servant,1909,"Comedy,Short",,
tt0000983,short,A New Trick,A New Trick,1909,Short,,
tt0000984,movie,Niños en la alameda,Niños en la alameda,1909,\N,,
tt0000985,short,The Note in the Shoe,The Note in the Shoe,1909,"Drama,Short",4.4,16.0
tt0000986,short,Nursing a Viper,Nursing a Viper,1909,"Drama,Short",5.0,111.0
tt0000987,short,How Brother Cook was Taught a Lesson,Naar Djævle er paa Spil,1910,"Comedy,Short",7.8,9.0
tt0000988,short,The Short-Sighted Governess,Den nærsynede guvernante,1909,"Comedy,Short",4.8,23.0
tt0000989,short,"Oh, Uncle!","Oh, Uncle!",1909,"Comedy,Short",4.8,45.0
tt0000990,short,Oliver Twist,Oliver Twist,1909,"Drama,Short",6.0,78.0
tt0000991,short,On the Little Big Horn or Custer's Last Stand,On the Little Big Horn or Custer's Last Stand,1909,"Action,Drama,History",,
tt0000992,short,De onde Veje,De onde Veje,1909,Short,4.4,15.0
tt0000993,short,One Busy Hour,One Busy Hour,1909,"Comedy,Short",,
tt0000994,short,One Good Turn Deserves Another,One Good Turn Deserves Another,1909,"Drama,Short",,
tt0000995,short,One Touch of Nature,One Touch of Nature,1909,"Drama,Short",6.6,18.0
tt0000996,short,Only a Tramp,Only a Tramp,1909,"Drama,Short",,
tt0000997,short,The Open Gate,The Open Gate,1909,"Drama,Short",6.2,16.0
tt0000998,short,Othello,Otello,1909,"Drama,Romance,Short",5.2,18.0
tt0000999,short,Paul Wang's Destiny,Paul Wangs skæbne,1909,"Drama,Short",,
tt0001000,short,The Peachbasket Hat,The Peachbasket Hat,1909,"Comedy,Short",5.4,51.0
tt0001001,short,"Pippa Passes; or, the Song of Conscience","Pippa Passes; or, The Song of Conscience",1909,"Drama,Short",5.2,134.0
tt0001002,short,The Politician's Love Story,The Politician's Love Story,1909,"Comedy,Romance,Short",4.8,95.0
tt0001003,short,Por un ratón,Por un ratón,1909,"Comedy,Short",,
tt0001004,short,Portrait of Mireille,Le portrait de Mireille,1909,Short,,
tt0001005,short,Pranks,Pranks,1909,"Comedy,Short",4.3,18.0
tt0001006,short,Primera carrera internacional de automóviles 'Peña-Rhin',Primera carrera internacional de automóviles 'Peña-Rhin',1909,Short,,
tt0001007,movie,La primera y segunda casetas,La primera y segunda casetas,1909,\N,,
tt0001008,short,The Prince and the Pauper,The Prince and the Pauper,1909,Short,5.2,29.0
tt0001009,short,"Princess Nicotine; or, the Smoke Fairy","Princess Nicotine; or, The Smoke Fairy",1909,"Comedy,Fantasy,Short",6.5,963.0
tt0001010,movie,Protección de un convoy de víveres en el puente de camellos,Protección de un convoy de víveres en el puente de camellos,1909,\N,4.2,15.0
tt0001011,short,The Prussian Spy,The Prussian Spy,1909,"Drama,Short",4.4,17.0
tt0001012,short,The Ranchman's Rival,The Ranchman's Rival,1909,"Short,Western",,
tt0001013,short,The Redman's View,The Redman's View,1909,"Short,Western",5.9,389.0
tt0001014,short,The Renunciation,The Renunciation,1909,"Short,Western",5.0,113.0
tt0001015,short,The Restoration,The Restoration,1909,"Drama,Short",4.4,25.0
tt0001016,short,Resurrection,Resurrection,1909,"Drama,Short",5.1,141.0
tt0001017,short,A Wedding During the French Revolution,Revolutionsbryllup,1910,"Drama,Short",,
tt0001018,short,Richelieu; or: The Conspiracy,Richelieu; or: The Conspiracy,1910,"Drama,Short",,
tt0001019,short,The Road Agents,The Road Agents,1909,"Short,Western",,
tt0001020,short,The Road to the Heart,The Road to the Heart,1909,"Comedy,Short",4.2,14.0
tt0001021,short,Robbing the Widowed and Fatherless,Robbing the Widowed and Fatherless,1909,"Drama,Short",,
tt0001022,short,A Rose of the Tenderloin,A Rose of the Tenderloin,1909,"Drama,Short",,
tt0001023,short,The Roue's Heart,The Roue's Heart,1909,"Drama,Short",,
tt0001024,short,A Rude Hostess,A Rude Hostess,1909,Short,,
tt0001025,short,A Rural Elopement,A Rural Elopement,1909,"Comedy,Romance,Short",7.3,17.0
tt0001026,short,Ruy Blas,Ruy Blas,1909,"Drama,Short",,
tt0001027,short,The Sacrifice,The Sacrifice,1909,"Comedy,Romance,Short",5.3,17.0
tt0001028,movie,Salome Mad,Salome Mad,1909,Comedy,4.1,18.0
tt0001029,short,The Salvation Army Lass,The Salvation Army Lass,1909,"Drama,Short",5.1,50.0
tt0001030,short,Saul and David,Saul and David,1909,"Drama,Short",,
tt0001031,short,Schneider's Anti-Noise Crusade,Schneider's Anti-Noise Crusade,1909,"Comedy,Short",,
tt0001032,short,The Sealed Room,The Sealed Room,1909,"Drama,History,Short",6.0,903.0
tt0001033,short,The Seventh Day,The Seventh Day,1909,"Drama,Short",4.6,20.0
tt0001034,short,Shanghaied,Shanghaied,1909,"Drama,Short",,
tt0001035,short,She Would Be an Actress,She Would Be an Actress,1909,Short,4.9,35.0
tt0001036,short,Sherlock Holmes IV,Sherlock Holmes IV,1909,"Mystery,Short",2.6,12.0
tt0001037,short,Sherlock Holmes V,Sherlock Holmes V,1909,"Drama,Short",3.4,18.0
tt0001038,movie,Sherlock Holmes VI,Sherlock Holmes VI,1910,\N,3.7,22.0
tt0001039,short,A Sinner's Repentance,A Sinner's Repentance,1909,"Drama,Short",,
tt0001040,short,A Sister's Love: A Tale of the Franco-Prussian War,A Sister's Love: A Tale of the Franco-Prussian War,1909,"Drama,Short",,
tt0001041,short,The Slave,The Slave,1909,"Drama,Short",5.2,38.0
tt0001042,short,The Sleepwalker,The Sleepwalker,1909,"Crime,Short",,
tt0001043,movie,Smith's Knockabout Theatre,Smith's Knockabout Theatre,1909,\N,,
tt0001044,short,The Son's Return,The Son's Return,1909,"Drama,Short",5.5,110.0
tt0001045,short,Le songe d'une nuit d'été,Le songe d'une nuit d'été,1910,"Comedy,Short",5.6,14.0
tt0001046,short,A Sound Sleeper,A Sound Sleeper,1909,"Comedy,Short",,
tt0001047,short,The Spanish Girl,The Spanish Girl,1909,"Short,Western",,
tt0001048,short,The Special License,The Special Licence,1909,"Drama,Short",,
tt0001049,movie,Gøngehøvdingen,Gøngehøvdingen,1909,"Drama,War",3.5,17.0
tt0001050,short,A Strange Meeting,A Strange Meeting,1909,"Drama,Short",4.9,83.0
tt0001051,movie,El sueño milagroso,El sueño milagroso,1909,\N,,
tt0001052,short,The Suicide Club,The Suicide Club,1909,"Comedy,Short",4.8,17.0
tt0001053,short,A Sweet Revenge,A Sweet Revenge,1909,"Drama,Short",5.4,16.0
tt0001054,short,Sweet and Twenty,Sweet and Twenty,1909,"Romance,Short",5.8,33.0
tt0001055,short,A Tale of the West,A Tale of the West,1909,"Drama,Short,Western",,
tt0001056,short,Teaching a Husband a Lesson,Teaching a Husband a Lesson,1909,"Comedy,Short",,
tt0001057,short,Ten Nights in a Barroom,Ten Nights in a Barroom,1909,"Drama,Short",,
tt0001058,short,Tender Hearts,Tender Hearts,1909,"Drama,Short",5.0,25.0
tt0001059,movie,O Terremoto de Benavente,O Terremoto de Benavente,1909,Documentary,,
tt0001060,short,The Test,The Test,1909,"Drama,Short",,
tt0001061,short,They Would Elope,They Would Elope,1909,"Comedy,Short",6.3,50.0
tt0001062,short,Those Awful Hats,Those Awful Hats,1909,"Comedy,Short",6.2,1231.0
tt0001063,short,Those Boys!,Those Boys!,1909,Short,5.2,17.0
tt0001064,short,Through the Breakers,Through the Breakers,1909,"Drama,Short",4.9,40.0
tt0001065,short,Tis an Ill Wind That Blows No Good,Tis an Ill Wind That Blows No Good,1909,"Drama,Short",4.2,17.0
tt0001066,short,De to guldgravere,De to guldgravere,1909,Short,4.8,19.0
tt0001067,short,To Save Her Soul,To Save Her Soul,1909,"Drama,Short",5.9,44.0
tt0001068,short,Toma caseta Z,Toma caseta Z,1909,"Documentary,Short,War",,
tt0001069,movie,Toma del Gurugu,Toma del Gurugu,1909,\N,,
tt0001070,short,Tragedia torera,Tragedia torera,1909,Short,,
tt0001071,short,Tragic Love,Tragic Love,1909,"Drama,Short",6.0,15.0
tt0001072,short,A Trap for Santa Claus,A Trap for Santa Claus,1909,"Drama,Short",5.7,367.0
tt0001073,short,The Treacherous Policeman,The Treacherous Policeman,1909,"Crime,Short",,
tt0001074,short,The Trick That Failed,The Trick That Failed,1909,"Drama,Short",5.6,21.0
tt0001075,short,A Troublesome Satchel,A Troublesome Satchel,1909,"Comedy,Short",4.4,17.0
tt0001076,short,Trying to Get Arrested,Trying to Get Arrested,1909,"Comedy,Short",5.2,25.0
tt0001077,short,Twin Brothers,Twin Brothers,1909,"Comedy,Short",5.0,15.0
tt0001078,short,Two Memories,Two Memories,1909,"Drama,Short",5.5,49.0
tt0001079,short,Two Women and a Man,Two Women and a Man,1909,"Drama,Short",3.8,17.0
tt0001080,movie,Two of the Boys,Two of the Boys,1909,\N,,
tt0001081,movie,La vida en el campamento,La vida en el campamento,1909,\N,,
tt0001082,movie,Viernes de dolores,Viernes de dolores,1909,\N,,
tt0001083,short,The Violin Maker of Cremona,The Violin Maker of Cremona,1909,"Drama,Short",5.0,142.0
tt0001084,short,The Voice of the Violin,The Voice of the Violin,1909,Short,5.2,172.0
tt0001085,short,"Wanted, a Child","Wanted, a Child",1909,"Drama,Short",4.8,17.0
tt0001086,short,Was Justice Served?,Was Justice Served?,1909,"Drama,Short",5.7,17.0
tt0001087,short,Washington Under the American Flag,Washington Under the American Flag,1909,"Drama,Short",,
tt0001088,short,The Way of Man,The Way of Man,1909,"Drama,Short",5.1,73.0
tt0001089,short,We Must Do Our Best,We Must Do Our Best,1909,"Comedy,Short",8.2,38.0
tt0001090,short,The Welcome Burglar,The Welcome Burglar,1909,"Drama,Short",6.5,16.0
tt0001091,short,What Drink Did,What Drink Did,1909,"Drama,Short",5.3,200.0
tt0001092,short,What's Your Hurry?,What's Your Hurry?,1909,Short,5.7,48.0
tt0001093,short,When Thieves Fall Out,When Thieves Fall Out,1909,"Crime,Drama,Short",,
tt0001094,short,The Winning Coat,The Winning Coat,1909,"Drama,Short",3.8,17.0
tt0001095,short,With Her Card,With Her Card,1909,"Drama,Short",2.4,17.0
tt0001096,short,Within an Ace,Within an Ace,1909,"Drama,Short,War",,
tt0001097,short,A Woman's Vanity,A Woman's Vanity,1909,"Drama,Short",,
tt0001098,short,The Wooden Leg,The Wooden Leg,1909,"Comedy,Short",5.9,20.0
tt0001099,short,A Wreath in Time,A Wreath in Time,1909,"Comedy,Short",5.0,17.0
tt0001100,short,The Wrong Coat,The Wrong Coat,1909,"Crime,Drama,Short",,
tt0001101,movie,Abraham Lincoln's Clemency,Abraham Lincoln's Clemency,1910,\N,4.8,37.0
tt0001102,short,Across the Plains,Across the Plains,1910,"Short,Western",,
tt0001103,short,An Affair of Hearts,An Affair of Hearts,1910,"Comedy,Short",5.4,66.0
tt0001104,short,The Affair of an Egg,The Affair of an Egg,1910,"Comedy,Short",4.8,58.0
tt0001105,short,The Woman Always Pays,Afgrunden,1910,"Drama,Short",6.4,954.0
tt0001106,short,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland,1910,"Adventure,Comedy,Drama",5.9,143.0
tt0001107,short,All on Account of the Milk,All on Account of the Milk,1910,"Comedy,Short",6.1,100.0
tt0001108,short,Almost,Almost,1910,"Comedy,Short",,
tt0001109,movie,L'aluminite,L'aluminite,1910,\N,,
tt0001110,short,Amateur Night,Amateur Night,1910,"Comedy,Short",,
tt0001111,short,Ambrosius,Ambrosius,1910,"Biography,Short",4.5,16.0
tt0001112,movie,Amleto,Amleto,1910,Drama,3.8,43.0
tt0001113,movie,Amor gitano,Amor gitano,1910,\N,5.1,17.0
tt0001114,short,The Angel of the Studio,The Angel of the Studio,1912,"Drama,Romance,Short",,
tt0001115,movie,Ansigttyven I,Ansigttyven I,1910,Crime,4.6,20.0
tt0001116,movie,Ansigttyven II,Ansigttyven II,1910,\N,4.6,19.0
tt0001117,short,Cleopatra,Cléopâtre,1910,"Drama,History,Romance",5.4,15.0
tt0001118,short,An Arcadian Maid,An Arcadian Maid,1910,"Drama,Short",5.5,200.0
tt0001119,short,Arms and the Woman,Arms and the Woman,1910,"Drama,Short",,
tt0001120,short,As It Is in Life,As It Is in Life,1910,"Drama,Short",5.6,237.0
tt0001121,short,As the Bells Rang Out!,As the Bells Rang Out!,1910,"Drama,Short",4.4,57.0
tt0001122,movie,The Red Inn,L'auberge rouge,1910,\N,5.4,20.0
tt0001123,short,Away Out West,Away Out West,1910,"Short,Western",,
tt0001124,short,The Bad Man's Christmas Gift,The Bad Man's Christmas Gift,1910,"Short,Western",,
tt0001125,short,The Bad Man's Last Deed,The Bad Man's Last Deed,1910,"Short,Western",,
tt0001126,short,A Rough Night on the Bridge,A Rough Night on the Bridge,1910,"Comedy,Short",,
tt0001127,short,Baixant de la font del Gat,Baixant de la font del Gat,1910,"Comedy,Short",,
tt0001128,short,The Bandit's Wife,The Bandit's Wife,1910,"Short,Western",,
tt0001129,short,The Banker's Daughters,The Banker's Daughters,1910,"Drama,Short",4.8,67.0
tt0001130,short,The Bearded Bandit,The Bearded Bandit,1910,"Short,Western",,
tt0001131,short,Behind the Scenes,Behind the Scenes,1910,"Drama,Short",,
tt0001132,short,The Bewitched Boxing Gloves,The Bewitched Boxing Gloves,1910,"Comedy,Short",,
tt0001133,short,The Blue Bird,The Blue Bird,1910,"Drama,Fantasy,Short",,
tt0001134,short,Briton and Boer,Briton and Boer,1909,"Action,Short,War",,
tt0001135,short,The Broken Doll,The Broken Doll,1910,"Drama,Short",4.4,59.0
tt0001136,short,A Broken Spell,A Broken Spell,1910,"Drama,Short",,
tt0001137,short,Broncho Billy's Redemption,Broncho Billy's Redemption,1910,"Short,Western",,
tt0001138,short,The Brothers,The Brothers,1910,"Drama,Short",,
tt0001139,short,Buffalo Bill's Wild West and Pawnee Bill's Far East,Buffalo Bill's Wild West and Pawnee Bill's Far East,1910,Short,5.5,38.0
tt0001140,short,The Bully,The Bully,1910,"Drama,Short",,
tt0001141,movie,The Butterfly,The Butterfly,1910,\N,,
tt0001142,movie,By Order of Napoleon,By Order of Napoleon,1910,\N,,
tt0001143,short,The Call to Arms,The Call to Arms,1910,"Drama,Short",4.5,52.0
tt0001144,short,The Call,The Call,1910,"Drama,Short",4.5,53.0
tt0001145,short,Carceleras,Carceleras,1910,"Drama,Short",5.8,10.0
tt0001146,short,Carminella,Carminella,1910,"Drama,Short",,
tt0001147,movie,O Centenário da Guerra Peninsular,O Centenário da Guerra Peninsular,1910,Documentary,,
tt0001148,short,Chantecler Atraiçoado,Chantecler Atraiçoado,1910,"Comedy,Short",,
tt0001149,short,The Child and the Fiddler,The Child and the Fiddler,1910,"Crime,Drama,Short",,
tt0001150,short,A Child of the Ghetto,A Child of the Ghetto,1910,"Drama,Short",5.2,120.0
tt0001151,short,A Child's Faith,A Child's Faith,1910,"Drama,Short",4.0,60.0
tt0001152,short,A Child's Impulse,A Child's Impulse,1910,"Drama,Short",5.4,76.0
tt0001153,short,A Child's Stratagem,A Child's Stratagem,1910,"Drama,Short",3.7,56.0
tt0001154,short,Circle C Ranch's Wedding Present,Circle C Ranch's Wedding Present,1910,"Short,Western",,
tt0001155,short,The Clerk's Downfall,The Clerk's Downfall,1910,"Crime,Drama,Short",,
tt0001156,short,The Cloister's Touch,The Cloister's Touch,1910,"Drama,Short",4.0,56.0
tt0001157,short,The Common Enemy,The Common Enemy,1910,"Drama,Short",,
tt0001158,short,Concurso de niños,Concurso de niños,1906,"Documentary,Short",,
tt0001159,movie,The Connecticut Yankee,The Connecticut Yankee,1910,\N,5.6,29.0
tt0001160,short,Conscience,Conscience,1910,"Drama,Short",,
tt0001161,short,The Converts,The Converts,1910,"Drama,Short",4.2,57.0
tt0001162,short,Un corpus de sangre,Un corpus de sangre,1910,Short,,
tt0001163,movie,Corrida da Rampa,Corrida da Rampa,1910,Documentary,,
tt0001164,short,The Coster's Wedding,The Coster's Wedding,1910,"Comedy,Short",,
tt0001165,short,The Course of True Love,The Course of True Love,1910,"Drama,Short",4.4,41.0
tt0001166,short,The Courtship of Miles Standish,The Courtship of Miles Standish,1910,"Drama,Romance,Short",,
tt0001167,short,The Cowboy and the Squaw,The Cowboy and the Squaw,1910,"Short,Western",,
tt0001168,short,A Cowboy's Mother-in-Law,A Cowboy's Mother-in-Law,1910,"Comedy,Short,Western",,
tt0001169,short,The Cowboy's Sweetheart,The Cowboy's Sweetheart,1910,"Short,Western",,
tt0001170,short,A Cowboy's Vindication,A Cowboy's Vindication,1910,"Short,Western",,
tt0001171,short,The Cowpuncher's Ward,The Cowpuncher's Ward,1910,"Short,Western",,
tt0001172,short,Cretinetti e le donne,Cretinetti e le donne,1910,"Comedy,Short",,
tt0001173,short,The Crime of a Grandfather,Le crime du grand-père,1911,"Drama,Short",,
tt0001174,short,Cyclone Pete's Matrimony,Cyclone Pete's Matrimony,1910,"Comedy,Short",,
tt0001175,movie,Camille,La dame aux camélias,1912,"Drama,Romance",5.2,41.0
tt0001176,short,The Dancing Girl of Butte,The Dancing Girl of Butte,1910,"Drama,Short",4.2,40.0
tt0001177,short,Davy Crockett,Davy Crockett,1910,"Adventure,Short",,
tt0001178,short,The Deputy's Love Affair,The Deputy's Love Affair,1912,"Romance,Short,Western",,
tt0001179,movie,Desfile histórico del centenario,Desfile histórico del centenario,1910,\N,,
tt0001180,short,The Desperado,The Desperado,1910,"Short,Western",,
tt0001181,short,El diablo está en Zaragoza,El diablo está en Zaragoza,1910,"Fantasy,Short",,
tt0001182,short,A Dixie Mother,A Dixie Mother,1910,"Drama,Short",,
tt0001183,short,Djævlesonaten,Djævlesonaten,1910,Short,,
tt0001184,movie,Don Juan de Serrallonga,Don Juan de Serrallonga,1910,"Adventure,Drama",3.8,21.0
tt0001185,short,Dorian Grays Portræt,Dorian Grays Portræt,1910,"Drama,Short",7.0,19.0
tt0001186,short,Dorothy and the Scarecrow in Oz,Dorothy and the Scarecrow in Oz,1910,Short,5.4,71.0
tt0001187,short,The Duke's Plan,The Duke's Plan,1910,"Drama,Short",4.4,40.0
tt0001188,short,The Dumb Half Breed's Defense,The Dumb Half Breed's Defense,1910,"Short,Western",,
tt0001189,short,Den døde Rotte,Den døde Rotte,1910,"Drama,Short",,
tt0001190,short,Døden,Døden,1910,"Drama,Short",6.6,13.0
tt0001191,short,Effecting a Cure,Effecting a Cure,1910,"Comedy,Short",,
tt0001192,short,The Electrical Vitalizer,The Electrical Vitalizer,1910,"Comedy,Short",,
tt0001193,short,Elektra,Elektra,1910,"Drama,Short",,
tt0001194,short,Elskovsleg,Elskovsleg,1910,Short,,
tt0001195,short,Elverhøj,Elverhøj,1910,"History,Short",4.4,14.0
tt0001196,short,Elverhøj,Elverhøj,1910,"History,Short",4.2,7.0
tt0001197,short,Les enfants d'Édouard,Les enfants d'Édouard,1914,"Drama,Short",,
tt0001198,short,The Engineer's Romance,The Engineer's Romance,1910,"Drama,Short",,
tt0001199,short,The Engineer's Daughter,The Engineer's Daughter,1911,"Drama,Short",,
tt0001200,short,The Englishman and the Girl,The Englishman and the Girl,1910,"Comedy,Short",4.5,45.0
tt0001201,short,La esclusa,La esclusa,1910,"Drama,Short",,
tt0001202,short,Examination Day at School,Examination Day at School,1910,"Comedy,Short",4.6,39.0
tt0001203,movie,Excursión al Gombreny,Excursión al Gombreny,1910,\N,,
tt0001204,short,La expiación,La expiación,1910,Short,,
tt0001205,short,Fabricación del cemento Asland,Fabricación del cemento Asland,1910,"Documentary,Short",,
tt0001206,short,The Face at the Window,The Face at the Window,1910,"Drama,Short",6.0,43.0
tt0001207,short,Faithful,Faithful,1910,"Drama,Short",5.6,140.0
tt0001208,short,The Farmer's Daughter,The Farmer's Daughter,1910,"Comedy,Short",,
tt0001209,short,Una farsa de colas,Una farsa de colas,1910,"Comedy,Short",,
tt0001210,short,A Fatal Picnic,A Fatal Picnic,1910,"Comedy,Short",,
tt0001211,short,Faust,Faust,1910,"Drama,Short",5.5,38.0
tt0001212,short,La fecha de Pepín,La fecha de Pepín,1910,"Comedy,Short",,
tt0001213,short,The Fence on 'Bar Z' Ranch,The Fence on 'Bar Z' Ranch,1910,"Short,Western",,
tt0001214,short,"The Vow; or, Jephthah's Daughter",La fille de Jephté,1910,"Drama,Short",6.6,8.0
tt0001215,short,The End of Paganini,La fin de Paganini,1910,"Drama,Short",,
tt0001216,short,The Final Settlement,The Final Settlement,1910,"Drama,Short",4.6,39.0
tt0001217,short,A Flash of Light,A Flash of Light,1910,"Romance,Short",5.7,105.0
tt0001218,short,A Fallen Spirit,L'épée du spirite,1910,"Animation,Fantasy,Horror",5.2,111.0
tt0001219,short,Flores y perlas,Flores y perlas,1910,"Drama,Short",,
tt0001220,short,The Flower of the Ranch,The Flower of the Ranch,1910,"Short,Western",,
tt0001221,short,For Her Sister's Sake,For Her Sister's Sake,1910,"Comedy,Short",,
tt0001222,short,The Forest Ranger,The Forest Ranger,1910,"Short,Western",,
tt0001223,short,Frankenstein,Frankenstein,1910,"Fantasy,Horror,Sci-Fi",6.4,4377.0
tt0001224,short,The Freezing Mixture,The Freezing Mixture,1910,"Comedy,Short",,
